assay,std_type,SMILES,std_value,std_units,standard_relation,molecule_chembl_id,activity_type
Inhibition of self-induced amyloid beta (1 to 42) (unknown origin) aggregation by ThT fluorescence assay,IC50,O=c1cc(/C=C/c2nc3ccccc3o2)occ1O,7050.0,nM,=,CHEMBL4755924,active
Inhibition of self-induced amyloid beta (1 to 42) (unknown origin) aggregation by ThT fluorescence assay,IC50,O=c1cc(/C=C/c2nc3ccc(O)cc3s2)occ1O,5060.0,nM,=,CHEMBL4744947,active
Inhibition of self-induced amyloid beta (1 to 42) (unknown origin) aggregation incubated for 24 hrs by ThT fluorescence assay,IC50,C#CCN(C)CCCn1ccc(=O)c(O)c1C,2850.0,nM,=,CHEMBL4740154,active
Inhibition of self-induced amyloid beta(1 to 42) (unknown origin) aggregation by thioflavin-T fluorescence assay,IC50,O=C(Nc1ccc2nc3n(c(=O)c2c1)CCC3)c1cc2ccccc2[nH]1,2160.0,nM,=,CHEMBL4874567,active
Inhibition of self-induced amyloid beta(1 to 42) (unknown origin) aggregation by thioflavin-T fluorescence assay,IC50,COc1ccc2[nH]c(C(=O)Nc3ccc4nc5n(c(=O)c4c3)CCC5)cc2c1,1210.0,nM,=,CHEMBL4861956,active
Inhibition of self-induced amyloid beta(1 to 42) (unknown origin) aggregation by thioflavin-T fluorescence assay,IC50,O=C(Nc1ccc2nc3n(c(=O)c2c1)CCC3)c1cc2cc(F)ccc2[nH]1,1560.0,nM,=,CHEMBL4854341,active
Inhibition of self-induced amyloid beta(1 to 42) (unknown origin) aggregation by thioflavin-T fluorescence assay,IC50,O=C(Nc1ccc2nc3n(c(=O)c2c1)CCC3)c1cc2cc(Cl)ccc2[nH]1,1690.0,nM,=,CHEMBL4871461,active
Inhibition of self-induced amyloid beta(1 to 42) (unknown origin) aggregation by thioflavin-T fluorescence assay,IC50,O=C(Nc1ccc2nc3n(c(=O)c2c1)CCC3)c1cc2ccccc2o1,3260.0,nM,=,CHEMBL4864253,active
Inhibition of self-induced amyloid beta(1 to 42) (unknown origin) aggregation by thioflavin-T fluorescence assay,IC50,O=C(Nc1ccc2nc3n(c(=O)c2c1)CCC3)c1cc2ccccc2s1,2300.0,nM,=,CHEMBL4871713,active
Inhibition of self-induced amyloid beta(1 to 42) (unknown origin) aggregation by thioflavin-T fluorescence assay,IC50,O=C(Cc1cc2ccccc2[nH]1)Nc1ccc2nc3n(c(=O)c2c1)CCC3,1620.0,nM,=,CHEMBL4878452,active
Inhibition of self-induced amyloid beta(1 to 42) (unknown origin) aggregation by thioflavin-T fluorescence assay,IC50,O=C(/C=C/c1cc2ccccc2[nH]1)Nc1ccc2nc3n(c(=O)c2c1)CCC3,3090.0,nM,=,CHEMBL4853181,active
Inhibition of self-induced amyloid beta(1 to 42) (unknown origin) aggregation by thioflavin-T fluorescence assay,IC50,O=C(CCCc1cc2ccccc2[nH]1)Nc1ccc2nc3n(c(=O)c2c1)CCC3,5270.0,nM,=,CHEMBL4870177,active
Inhibition of self-induced amyloid beta(1 to 42) (unknown origin) aggregation by thioflavin-T fluorescence assay,IC50,COc1ccc2[nH]c(C(=O)Nc3cc4c(=O)n5c(nc4cc3C)CCC5)cc2c1,6100.0,nM,=,CHEMBL4861631,active
Inhibition of self-induced amyloid beta(1 to 42) (unknown origin) aggregation by thioflavin-T fluorescence assay,IC50,Cc1cc2nc3n(c(=O)c2cc1NC(=O)c1cc2cc(F)ccc2[nH]1)CCC3,3270.0,nM,=,CHEMBL4856921,active
Inhibition of self-induced amyloid beta(1 to 42) (unknown origin) aggregation by thioflavin-T fluorescence assay,IC50,Cc1cc2nc3n(c(=O)c2cc1NC(=O)c1cc2cc(Cl)ccc2[nH]1)CCC3,5100.0,nM,=,CHEMBL4854859,active
Inhibition of self-induced amyloid beta(1 to 42) (unknown origin) aggregation by thioflavin-T fluorescence assay,IC50,Oc1c(I)cc(Cl)c2cccnc12,9800.0,nM,=,CHEMBL497,active
Inhibition of human biotinylated amyloid beta (1 to 42) oligomerization assessed as decrease in oligomer abundance measured after 1 hr by ELISA,IC50,COc1cc(/C=C/C(=O)O)ccc1O,226230.0,nM,=,CHEMBL32749,inactive
Inhibition of human biotinylated amyloid beta (1 to 42) oligomerization assessed as decrease in oligomer abundance measured after 1 hr by ELISA,IC50,COc1cc(/C=C/C(=O)N(C)C)ccc1OCc1ccccc1,24600.0,nM,=,CHEMBL4864402,inactive
Inhibition of human biotinylated amyloid beta (1 to 42) oligomerization assessed as decrease in oligomer abundance measured after 1 hr by ELISA,IC50,CCN(CC)C(=O)/C=C/c1ccc(OCc2ccccc2)c(OC)c1,39270.0,nM,=,CHEMBL4860315,inactive
Inhibition of human biotinylated amyloid beta (1 to 42) oligomerization assessed as decrease in oligomer abundance measured after 1 hr by ELISA,IC50,CCN(CC)C(=O)CCc1ccc(OCc2ccccc2)c(OC)c1,34930.0,nM,=,CHEMBL4848839,inactive
Inhibition of human biotinylated amyloid beta (1 to 42) oligomerization assessed as decrease in oligomer abundance measured after 1 hr by ELISA,IC50,CCN(CC)C(=O)/C=C/c1ccc(O)c(O)c1,119160.0,nM,=,CHEMBL68672,inactive
Inhibition of human biotinylated amyloid beta (1 to 42) oligomerization assessed as decrease in oligomer abundance measured after 1 hr by ELISA,IC50,CCCN(CCC)C(=O)/C=C/c1ccc(OCc2ccccc2)c(OC)c1,12380.0,nM,=,CHEMBL4876981,inactive
Inhibition of human biotinylated amyloid beta (1 to 42) oligomerization assessed as decrease in oligomer abundance measured after 1 hr by ELISA,IC50,COc1cc(/C=C/C(=O)N(C)OC)ccc1OCc1ccccc1,79870.0,nM,=,CHEMBL4878181,inactive
Inhibition of human biotinylated amyloid beta (1 to 42) oligomerization assessed as decrease in oligomer abundance measured after 1 hr by ELISA,IC50,COc1cc(/C=C/C(=O)N2CC(F)(F)C2)ccc1OCc1ccccc1,106820.0,nM,=,CHEMBL4847323,inactive
Inhibition of human biotinylated amyloid beta (1 to 42) oligomerization assessed as decrease in oligomer abundance measured after 1 hr by ELISA,IC50,COc1cc(/C=C/C(=O)N2CCCC2)ccc1OCc1ccccc1,65090.0,nM,=,CHEMBL4849442,inactive
Inhibition of human biotinylated amyloid beta (1 to 42) oligomerization assessed as decrease in oligomer abundance measured after 1 hr by ELISA,IC50,COc1cc(/C=C/C(=O)N2CCCCC2)ccc1OCc1ccccc1,27940.0,nM,=,CHEMBL4862182,inactive
Inhibition of human biotinylated amyloid beta (1 to 42) oligomerization assessed as decrease in oligomer abundance measured after 1 hr by ELISA,IC50,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,3850.0,nM,=,CHEMBL140,active
Inhibition of human biotinylated amyloid beta (1 to 42) oligomerization assessed as decrease in oligomer abundance measured after 1 hr by ELISA,IC50,COc1cc(/C=C/CN2CCCCC2)ccc1OCc1ccccc1,10640.0,nM,=,CHEMBL4846673,inactive
Inhibition of human biotinylated amyloid beta (1 to 42) oligomerization assessed as decrease in oligomer abundance measured after 1 hr by ELISA,IC50,COc1cc([C@H]2C[C@@H]2C(=O)N2CCCCC2)ccc1OCc1ccccc1,18650.0,nM,=,CHEMBL4873786,inactive
Inhibition of human biotinylated amyloid beta (1 to 42) oligomerization assessed as decrease in oligomer abundance measured after 1 hr by ELISA,IC50,COc1cc([C@H]2C[C@@H]2C(=O)N(C)C)ccc1OCc1ccccc1,45780.0,nM,=,CHEMBL4867164,inactive
Inhibition of human biotinylated amyloid beta (1 to 42) oligomerization assessed as decrease in oligomer abundance measured after 1 hr by ELISA,IC50,COc1cc(/C=C/C(=O)N2CCOCC2)ccc1OCc1ccccc1,78070.0,nM,=,CHEMBL1511811,inactive
Inhibition of human biotinylated amyloid beta (1 to 42) oligomerization assessed as decrease in oligomer abundance measured after 1 hr by ELISA,IC50,COc1cc(/C=C/C(=O)N2CCC[C@H]2C(=O)N2CCCCC2)ccc1OCc1ccccc1,17080.0,nM,=,CHEMBL4846812,inactive
Inhibition of human biotinylated amyloid beta (1 to 42) oligomerization assessed as decrease in oligomer abundance measured after 1 hr by ELISA,IC50,COc1cc(/C=C/C(=O)N2CCC[C@H]2C(=O)NCc2ccccc2)ccc1OCc1ccccc1,18720.0,nM,=,CHEMBL4878858,inactive
Inhibition of human biotinylated amyloid beta (1 to 42) oligomerization assessed as decrease in oligomer abundance measured after 1 hr by ELISA,IC50,COc1cc(/C=C/C(=O)N2CCC[C@@H]2C(=O)NCc2ccccc2)ccc1OCc1ccccc1,17750.0,nM,=,CHEMBL4868950,inactive
Inhibition of human biotinylated amyloid beta (1 to 42) oligomerization assessed as decrease in oligomer abundance measured after 1 hr by ELISA,IC50,COc1ccc(CNC(=O)[C@@H]2CCCN2C(=O)/C=C/c2ccc(OCc3ccccc3)c(OC)c2)cc1,19240.0,nM,=,CHEMBL4856483,inactive
Inhibition of human biotinylated amyloid beta (1 to 42) oligomerization assessed as decrease in oligomer abundance measured after 1 hr by ELISA,IC50,COc1cc(/C=C/C(=O)N2CCC[C@@H]2C(=O)NCCOc2ccccc2)ccc1OCc1ccccc1,16830.0,nM,=,CHEMBL4877271,inactive
Inhibition of human biotinylated amyloid beta (1 to 42) oligomerization assessed as decrease in oligomer abundance measured after 1 hr by ELISA,IC50,COc1cc(/C=C/C(=O)N2CCC[C@H]2C(=O)NCCOc2ccccc2)ccc1OCc1ccccc1,8590.0,nM,=,CHEMBL4877129,active
Inhibition of human biotinylated amyloid beta (1 to 42) oligomerization assessed as decrease in oligomer abundance measured after 1 hr by ELISA,IC50,CCN(CC)C(=O)C1CN(C(=O)/C=C/c2ccc(OCc3ccccc3)c(OC)c2)C1,12780.0,nM,=,CHEMBL4877193,inactive
Inhibition of human biotinylated amyloid beta (1 to 42) oligomerization assessed as decrease in oligomer abundance measured after 1 hr by ELISA,IC50,COc1cc(/C=C/C(=O)N2CC(C(=O)N3CC(F)(F)C3)C2)ccc1OCc1ccccc1,21830.0,nM,=,CHEMBL4876605,inactive
Inhibition of human biotinylated amyloid beta (1 to 42) oligomerization assessed as decrease in oligomer abundance measured after 1 hr by ELISA,IC50,COc1cc(/C=C/C(=O)N2CC(C(=O)N3CCCCC3)C2)ccc1OCc1ccccc1,10550.0,nM,=,CHEMBL4868565,inactive
Inhibition of human biotinylated amyloid beta (1 to 42) oligomerization assessed as decrease in oligomer abundance measured after 1 hr by ELISA,IC50,COc1cc(/C=C/C(=O)N2CC(C(=O)N3CCOCC3)C2)ccc1OCc1ccccc1,35670.0,nM,=,CHEMBL4874507,inactive
Inhibition of human biotinylated amyloid beta (1 to 42) oligomerization assessed as decrease in oligomer abundance measured after 1 hr by ELISA,IC50,COc1cc(/C=C/C(=O)N2CC(C(=O)NCc3ccccc3)C2)ccc1OCc1ccccc1,3130.0,nM,=,CHEMBL4850421,active
Inhibition of human biotinylated amyloid beta (1 to 42) oligomerization assessed as decrease in oligomer abundance measured after 1 hr by ELISA,IC50,COc1cc(/C=C/C(=O)NCCC(=O)N2CCCCC2)ccc1OCc1ccccc1,8170.0,nM,=,CHEMBL4872439,active
Inhibition of human biotinylated amyloid beta (1 to 42) oligomerization assessed as decrease in oligomer abundance measured after 1 hr by ELISA,IC50,COc1cc(/C=C/C(=O)NCCC(=O)NCc2ccccc2)ccc1OCc1ccccc1,81560.0,nM,=,CHEMBL4869616,inactive
Inhibition of human biotinylated amyloid beta (1 to 42) oligomerization assessed as decrease in oligomer abundance measured after 1 hr by ELISA,IC50,COc1cc(/C=C/C(=O)N2CC(C(=O)NCc3ccc(F)cc3)C2)ccc1OCc1ccccc1,3350.0,nM,=,CHEMBL4849121,active
Inhibition of human biotinylated amyloid beta (1 to 42) oligomerization assessed as decrease in oligomer abundance measured after 1 hr by ELISA,IC50,COc1ccc(CNC(=O)C2CN(C(=O)/C=C/c3ccc(OCc4ccccc4)c(OC)c3)C2)cc1,4780.0,nM,=,CHEMBL4863966,active
Inhibition of human biotinylated amyloid beta (1 to 42) oligomerization assessed as decrease in oligomer abundance measured after 1 hr by ELISA,IC50,COc1cc(/C=C/C(=O)N2CC(C(=O)NCc3ccco3)C2)ccc1OCc1ccccc1,3610.0,nM,=,CHEMBL4859895,active
Inhibition of human biotinylated amyloid beta (1 to 42) oligomerization assessed as decrease in oligomer abundance measured after 1 hr by ELISA,IC50,COc1cc(/C=C/C(=O)N2CC(C(=O)NCCOc3ccccc3)C2)ccc1OCc1ccccc1,1800.0,nM,=,CHEMBL4863296,active
Inhibition of human biotinylated amyloid beta (1 to 42) oligomerization assessed as decrease in oligomer abundance measured after 1 hr by ELISA,IC50,COc1ccc(CNC(=O)CCNC(=O)/C=C/c2ccc(OCc3ccccc3)c(OC)c2)cc1,54210.0,nM,=,CHEMBL4876813,inactive
Inhibition of human biotinylated amyloid beta (1 to 42) oligomerization assessed as decrease in oligomer abundance measured after 1 hr by ELISA,IC50,COc1cc(/C=C/C(=O)NCCC(=O)NCCOc2ccccc2)ccc1OCc1ccccc1,17910.0,nM,=,CHEMBL4863014,inactive
Inhibition of human biotinylated amyloid beta (1 to 42) oligomerization assessed as decrease in oligomer abundance measured after 1 hr by ELISA,IC50,COc1cc(/C=C/C(=O)Nc2nnn[nH]2)ccc1OCc1ccccc1,98460.0,nM,=,CHEMBL4846539,inactive
Inhibition of human biotinylated amyloid beta (1 to 42) oligomerization assessed as decrease in oligomer abundance measured after 1 hr by ELISA,IC50,COc1cc(-c2cncn2CCC(=O)NCCOc2ccccc2)ccc1OCc1ccccc1,7760.0,nM,=,CHEMBL4872213,active
Inhibition of human biotinylated amyloid beta (1 to 42) oligomerization assessed as decrease in oligomer abundance measured after 1 hr by ELISA,IC50,COc1cc(-c2cncn2CCC(=O)NCCc2ccccc2)ccc1OCc1ccccc1,9910.0,nM,=,CHEMBL4845958,active
Inhibition of human biotinylated amyloid beta (1 to 42) oligomerization assessed as decrease in oligomer abundance measured after 1 hr by ELISA,IC50,CCN(CC)C(=O)/C=C/c1ccc(O)c(OC)c1,205460.0,nM,=,CHEMBL4458591,inactive
Inhibition of human biotinylated amyloid beta (1 to 42) oligomerization assessed as decrease in oligomer abundance measured after 1 hr by ELISA,IC50,CCN(CC)C(=O)/C=C/c1ccc(OS(=O)(=O)c2ccc(C)cc2)c(OC)c1,10640.0,nM,=,CHEMBL4865997,inactive
Inhibition of human biotinylated amyloid beta (1 to 42) oligomerization assessed as decrease in oligomer abundance measured after 1 hr by ELISA,IC50,CCCN(CCC)C(=O)/C=C/c1ccc(O)c(OC)c1,98790.0,nM,=,CHEMBL4850411,inactive
Inhibition of human biotinylated amyloid beta (1 to 42) oligomerization assessed as decrease in oligomer abundance measured after 1 hr by ELISA,IC50,CCCN(CCC)C(=O)/C=C/c1ccc(OC)c(OC)c1,45310.0,nM,=,CHEMBL4873939,inactive
Inhibition of amyloid beta (1 to 42) (unknown origin) self-induced aggregation incubated for 24 hrs by Thioflavin T based fluorometric assay,IC50,O=c1cc(/C=C/c2ccc(OCCCN3CCCC3)cc2)occ1O,2240.0,nM,=,CHEMBL4868743,active
Inhibition of amyloid beta (1 to 42) (unknown origin) self-induced aggregation incubated for 24 hrs by Thioflavin T based fluorometric assay,IC50,O=c1cc(/C=C/c2ccc(OCCCN3CCCCC3)cc2)occ1O,3260.0,nM,=,CHEMBL4852639,active
Inhibition of amyloid beta (1 to 42) (unknown origin) self-induced aggregation incubated for 24 hrs by Thioflavin T based fluorometric assay,IC50,O=c1cc(/C=C/c2ccc(OCCCN3CCOCC3)cc2)occ1O,4120.0,nM,=,CHEMBL4862604,active
Inhibition of amyloid beta (1 to 42) (unknown origin) self-induced aggregation incubated for 24 hrs by Thioflavin T based fluorometric assay,IC50,CN1CCN(CCCOc2ccc(/C=C/c3cc(=O)c(O)co3)cc2)CC1,5540.0,nM,=,CHEMBL4876778,active
Inhibition of amyloid beta (1 to 42) (unknown origin) self-induced aggregation incubated for 24 hrs by Thioflavin T based fluorometric assay,IC50,CCN(CC)CCCOc1ccc(/C=C/c2cc(=O)c(O)co2)cc1,3950.0,nM,=,CHEMBL4857779,active
Inhibition of amyloid beta (1 to 42) (unknown origin) self-induced aggregation incubated for 24 hrs by Thioflavin T based fluorometric assay,IC50,CN(C)CCCOc1ccc(/C=C/c2cc(=O)c(O)co2)cc1,4510.0,nM,=,CHEMBL4848375,active
Inhibition of amyloid beta (1 to 42) (unknown origin) self-induced aggregation incubated for 24 hrs by Thioflavin T based fluorometric assay,IC50,Cc1oc(/C=C/c2ccc(OCCCN3CCCC3)cc2)cc(=O)c1O,7010.0,nM,=,CHEMBL4870117,active
Inhibition of amyloid beta (1 to 42) (unknown origin) self-induced aggregation incubated for 24 hrs by Thioflavin T based fluorometric assay,IC50,Cc1oc(/C=C/c2ccc(OCCCN3CCCCC3)cc2)cc(=O)c1O,6260.0,nM,=,CHEMBL4859825,active
Inhibition of amyloid beta (1 to 42) (unknown origin) self-induced aggregation incubated for 24 hrs by Thioflavin T based fluorometric assay,IC50,Cn1cc(O)c(=O)cc1/C=C/c1ccc(OCCCN2CCCC2)cc1,3290.0,nM,=,CHEMBL4856094,active
Inhibition of amyloid beta (1 to 42) (unknown origin) self-induced aggregation incubated for 24 hrs by Thioflavin T based fluorometric assay,IC50,Cn1cc(O)c(=O)cc1/C=C/c1ccc(OCCCN2CCCCC2)cc1,2570.0,nM,=,CHEMBL4846443,active
Inhibition of amyloid beta (1 to 42) (unknown origin) self-induced aggregation incubated for 24 hrs by Thioflavin T based fluorometric assay,IC50,Cn1cc(O)c(=O)cc1/C=C/c1ccc(OCCCN2CCOCC2)cc1,5320.0,nM,=,CHEMBL4872910,active
Inhibition of amyloid beta (1 to 42) (unknown origin) self-induced aggregation incubated for 24 hrs by Thioflavin T based fluorometric assay,IC50,CN1CCN(CCCOc2ccc(/C=C/c3cc(=O)c(O)cn3C)cc2)CC1,6020.0,nM,=,CHEMBL4848524,active
Inhibition of amyloid beta (1 to 42) (unknown origin) self-induced aggregation incubated for 24 hrs by Thioflavin T based fluorometric assay,IC50,CCN(CC)CCCOc1ccc(/C=C/c2cc(=O)c(O)cn2C)cc1,5380.0,nM,=,CHEMBL4853496,active
Inhibition of amyloid beta (1 to 42) (unknown origin) self-induced aggregation incubated for 24 hrs by Thioflavin T based fluorometric assay,IC50,CN(C)CCCOc1ccc(/C=C/c2cc(=O)c(O)cn2C)cc1,6180.0,nM,=,CHEMBL4852674,active
Inhibition of amyloid beta (1 to 42) (unknown origin) self-induced aggregation incubated for 24 hrs by Thioflavin T based fluorometric assay,IC50,CCn1cc(O)c(=O)cc1/C=C/c1ccc(OCCCN2CCCC2)cc1,2070.0,nM,=,CHEMBL4876429,active
Inhibition of amyloid beta (1 to 42) (unknown origin) self-induced aggregation incubated for 24 hrs by Thioflavin T based fluorometric assay,IC50,CCn1cc(O)c(=O)cc1/C=C/c1ccc(OCCCN2CCCCC2)cc1,3050.0,nM,=,CHEMBL4878762,active
Inhibition of amyloid beta (1 to 42) (unknown origin) self-induced aggregation incubated for 24 hrs by Thioflavin T based fluorometric assay,IC50,O=c1cc(/C=C/c2ccc(O)cc2)occ1O,7120.0,nM,=,CHEMBL4287929,active
Inhibition of amyloid beta (1 to 42) (unknown origin) self-induced aggregation incubated for 24 hrs by Thioflavin T based fluorometric assay,IC50,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,8270.0,nM,=,CHEMBL140,active
Inhibition of self-induced amyloid beta (1 to 42) (unknown origin) aggregation by T-fluorescence assay relative to control,IC50,CCN(CCCOc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)c(O)c1)Cc1ccccc1OC,3560.0,nM,=,CHEMBL4863690,active
Inhibition of self-induced amyloid beta (1 to 42) (unknown origin) aggregation by T-fluorescence assay relative to control,IC50,CCN(CCCCOc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)c(O)c1)Cc1ccccc1OC,1480.0,nM,=,CHEMBL4873761,active
Inhibition of self-induced amyloid beta (1 to 42) (unknown origin) aggregation by T-fluorescence assay relative to control,IC50,CCN(CCCCCCOc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)c(O)c1)Cc1ccccc1OC,1490.0,nM,=,CHEMBL4854597,active
Inhibition of self-induced amyloid beta (1 to 42) (unknown origin) aggregation by T-fluorescence assay relative to control,IC50,CCN(CCCOc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)c(O)c1)Cc1ccccc1N(C)C,1270.0,nM,=,CHEMBL4861145,active
Inhibition of self-induced amyloid beta (1 to 42) (unknown origin) aggregation by T-fluorescence assay relative to control,IC50,CCN(CCCCOc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)c(O)c1)Cc1ccccc1N(C)C,880.0,nM,=,CHEMBL4865817,active
Inhibition of self-induced amyloid beta (1 to 42) (unknown origin) aggregation by T-fluorescence assay relative to control,IC50,CCN(CCCCCCOc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)c(O)c1)Cc1ccccc1N(C)C,1030.0,nM,=,CHEMBL4876641,active
Inhibition of self-induced amyloid beta (1 to 42) (unknown origin) aggregation by T-fluorescence assay relative to control,IC50,CCN(CCCOc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)c(O)c1)Cc1ccc(N(C)C)cc1,1320.0,nM,=,CHEMBL4857021,active
Inhibition of self-induced amyloid beta (1 to 42) (unknown origin) aggregation by T-fluorescence assay relative to control,IC50,CCN(CCCCOc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)c(O)c1)Cc1ccc(N(C)C)cc1,2100.0,nM,=,CHEMBL4858987,active
Inhibition of self-induced amyloid beta (1 to 42) (unknown origin) aggregation by T-fluorescence assay relative to control,IC50,CCN(CCCCCCOc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)c(O)c1)Cc1ccc(N(C)C)cc1,1380.0,nM,=,CHEMBL4874405,active
Inhibition of self-induced amyloid beta (1 to 42) (unknown origin) aggregation by T-fluorescence assay relative to control,IC50,CCN(CCCOc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)c(O)c1)Cc1ccccc1,1680.0,nM,=,CHEMBL4854252,active
Inhibition of self-induced amyloid beta (1 to 42) (unknown origin) aggregation by T-fluorescence assay relative to control,IC50,CCN(CCCCOc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)c(O)c1)Cc1ccccc1,3780.0,nM,=,CHEMBL4850978,active
Inhibition of self-induced amyloid beta (1 to 42) (unknown origin) aggregation by T-fluorescence assay relative to control,IC50,CCN(CCCCCCOc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)c(O)c1)Cc1ccccc1,3170.0,nM,=,CHEMBL4872327,active
Inhibition of amyloid beta (1 to 42 ) (unknown origin) self aggregation measured after 24 hrs by thioflavin-T fluorescence method,IC50,Cc1ccc(-n2cc(C(=O)Nc3ccc(C(O)(C(F)(F)F)C(F)(F)F)cc3)nn2)cc1C,4600.0,nM,=,CHEMBL4878996,active
Inhibition of human biotinylated amyloid beta (1 to 42) oligomerization measured after 1 hr by ELISA,IC50,CNS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,53010.0,nM,=,CHEMBL4850080,inactive
Inhibition of human biotinylated amyloid beta (1 to 42) oligomerization measured after 1 hr by ELISA,IC50,CC(O)c1ccc(CNS(=O)(=O)c2cc(C(=O)O)c(NCc3ccco3)cc2Cl)cc1,68500.0,nM,=,CHEMBL4860892,inactive
Inhibition of human biotinylated amyloid beta (1 to 42) oligomerization measured after 1 hr by ELISA,IC50,O=C(O)c1cc(S(=O)(=O)N2CCOCC2)c(Cl)cc1NCc1ccco1,41160.0,nM,=,CHEMBL4879194,inactive
Inhibition of human biotinylated amyloid beta (1 to 42) oligomerization measured after 1 hr by ELISA,IC50,CN(Cc1ccccc1)S(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,21920.0,nM,=,CHEMBL4861569,inactive
Inhibition of human biotinylated amyloid beta (1 to 42) oligomerization measured after 1 hr by ELISA,IC50,CC(NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl)c1ccccc1,41150.0,nM,=,CHEMBL4871443,inactive
Inhibition of human biotinylated amyloid beta (1 to 42) oligomerization measured after 1 hr by ELISA,IC50,CCNS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,137390.0,nM,=,CHEMBL4877793,inactive
Inhibition of human biotinylated amyloid beta (1 to 42) oligomerization measured after 1 hr by ELISA,IC50,CN(C)S(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,113130.0,nM,=,CHEMBL4846727,inactive
Inhibition of human biotinylated amyloid beta (1 to 42) oligomerization measured after 1 hr by ELISA,IC50,CCCCCCNS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,47810.0,nM,=,CHEMBL4848103,inactive
Inhibition of human biotinylated amyloid beta (1 to 42) oligomerization measured after 1 hr by ELISA,IC50,O=C(O)c1cc(S(=O)(=O)Nc2ccccc2)c(Cl)cc1NCc1ccco1,167530.0,nM,=,CHEMBL4852897,inactive
Inhibition of human biotinylated amyloid beta (1 to 42) oligomerization measured after 1 hr by ELISA,IC50,O=C(O)c1cc(S(=O)(=O)NC2CCCCC2)c(Cl)cc1NCc1ccco1,115520.0,nM,=,CHEMBL4848555,inactive
Inhibition of human biotinylated amyloid beta (1 to 42) oligomerization measured after 1 hr by ELISA,IC50,CNS(=O)(=O)c1cc(C(=O)O)c(NCC2CCCO2)cc1Cl,136390.0,nM,=,CHEMBL4867846,inactive
Inhibition of human biotinylated amyloid beta (1 to 42) oligomerization measured after 1 hr by ELISA,IC50,CNS(=O)(=O)c1cc(CO)c(NCc2ccco2)cc1Cl,117490.0,nM,=,CHEMBL4850077,inactive
Inhibition of human biotinylated amyloid beta (1 to 42) oligomerization measured after 1 hr by ELISA,IC50,CNS(=O)(=O)c1cc(C(=O)OC)c(NCc2ccco2)cc1Cl,55950.0,nM,=,CHEMBL4851224,inactive
Inhibition of human biotinylated amyloid beta (1 to 42) oligomerization measured after 1 hr by ELISA,IC50,CNS(=O)(=O)c1cc(C(N)=O)c(NCc2ccco2)cc1Cl,82410.0,nM,=,CHEMBL4863425,inactive
Inhibition of human biotinylated amyloid beta (1 to 42) oligomerization measured after 1 hr by ELISA,IC50,CNC(=O)c1cc(S(=O)(=O)NC)c(Cl)cc1NCc1ccco1,102590.0,nM,=,CHEMBL4850840,inactive
Inhibition of human biotinylated amyloid beta (1 to 42) oligomerization measured after 1 hr by ELISA,IC50,CNS(=O)(=O)c1cc(C(=O)N(C)C)c(NCc2ccco2)cc1Cl,6560.0,nM,=,CHEMBL4870723,active
Inhibition of human biotinylated amyloid beta (1 to 42) oligomerization measured after 1 hr by ELISA,IC50,CNS(=O)(=O)c1cc(-c2nnn[nH]2)c(NCc2ccco2)cc1Cl,70480.0,nM,=,CHEMBL4874275,inactive
Inhibition of human biotinylated amyloid beta (1 to 42) oligomerization measured after 1 hr by ELISA,IC50,O=C(O)c1ccc(F)cc1NCc1ccco1,129540.0,nM,=,CHEMBL4864237,inactive
