assay,std_type,SMILES,std_value,std_units,standard_relation,molecule_chembl_id,activity_type,structure_curated,substance_type_name,pIC50
Inhibition of human amyloid beta (1 to 42) aggregation after 46 to 48 hrs by Thioflavin T fluorescence assay,IC50,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,10000.0,nM,=,CHEMBL140,active,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,organic,5.0
Inhibition of recombinant amyloid beta (1 to 42) fibrils (unknown origin) by thioflavin-T fluorescence assay,IC50,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,23000.0,nM,=,CHEMBL28,inactive,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,organic,4.638272163982407
Inhibition of amyloid beta (1 to 42) (unknown origin) aggregation after 24 hrs by thioflavin T fluorescence assay,IC50,COC(=O)[C@H](Cc1ccc(O)c(O)c1)NC(=O)/C=C/c1ccc(O)c(O)c1,4900.0,nM,=,CHEMBL2296789,active,COC(=O)[C@H](Cc1ccc(O)c(O)c1)NC(=O)/C=C/c1ccc(O)c(O)c1,organic,5.309803919971486
Displacement of [125I]IMPY from fibrillar amyloid beta 42 (unknown origin) after 3 hrs,IC50,COc1cc(/C=C/c2cc(/C=C/c3ccc(O)c(OC)c3)on2)ccc1O,138.0,nM,=,CHEMBL181529,active,COc1cc(/C=C/c2cc(/C=C/c3ccc(O)c(OC)c3)on2)ccc1O,organic,6.860120913598763
Inhibition of self-induced amyloid beta (1 to 42) (unknown origin) aggregation by thioflavin T-based fluorometric assay,IC50,O=C(/C=C/c1ccc(O)c(O)c1)c1cccnc1,9000.0,nM,=,CHEMBL4166095,active,O=C(/C=C/c1ccc(O)c(O)c1)c1cccnc1,organic,5.045757490560675
Inhibition of self-induced amyloid beta (1 to 42) (unknown origin) aggregation by thioflavin T-based fluorometric assay,IC50,c1ccc2c(NCCCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,8400.0,nM,=,CHEMBL32823,active,c1ccc2c(NCCCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,organic,5.075720713938118
Inhibition of self-induced amyloid beta (1 to 42) (unknown origin) aggregation by thioflavin T-based fluorometric assay,IC50,C=CCOC(=S)/C=C/c1ccc(O)c(O)c1,12500.0,nM,=,CHEMBL4175715,inactive,C=CCOC(=S)/C=C/c1ccc(O)c(O)c1,organic,4.903089986991944
Inhibition of HFIP-pretreated amyloid beta (1 to 42 residues) (unknown origin) self aggregation after 24 hrs by ThT-based fluorometric method,IC50,Cc1cc(N2CCN(c3nc(Cl)nc(Nc4cccc(C(F)(F)F)c4)n3)CC2)n2ncnc2n1,10430.0,nM,=,CHEMBL4176742,inactive,Cc1cc(N2CCN(c3nc(Cl)nc(Nc4cccc(C(F)(F)F)c4)n3)CC2)n2ncnc2n1,organic,4.981715691573469
Inhibition of HFIP-pretreated amyloid beta (1 to 42 residues) (unknown origin) self aggregation after 24 hrs by ThT-based fluorometric method,IC50,COc1ccc(Nc2nc(Cl)nc(N3CCN(c4cc(C)nc5ncnn45)CC3)n2)cc1,11550.0,nM,=,CHEMBL4172159,inactive,COc1ccc(Nc2nc(Cl)nc(N3CCN(c4cc(C)nc5ncnn45)CC3)n2)cc1,organic,4.937418015771837
Inhibition of HFIP-pretreated amyloid beta (1 to 42 residues) (unknown origin) self aggregation after 24 hrs by ThT-based fluorometric method,IC50,Cc1cc(N2CCN(c3nc(Cl)nc(Nc4ccc(F)cc4)n3)CC2)n2ncnc2n1,15890.0,nM,=,CHEMBL4161552,inactive,Cc1cc(N2CCN(c3nc(Cl)nc(Nc4ccc(F)cc4)n3)CC2)n2ncnc2n1,organic,4.798876102792621
Inhibition of HFIP-pretreated amyloid beta (1 to 42 residues) (unknown origin) self aggregation after 24 hrs by ThT-based fluorometric method,IC50,Cc1cc(N2CCN(c3nc(Cl)nc(Nc4ccccc4F)n3)CC2)n2ncnc2n1,13400.0,nM,=,CHEMBL4168812,inactive,Cc1cc(N2CCN(c3nc(Cl)nc(Nc4ccccc4F)n3)CC2)n2ncnc2n1,organic,4.872895201635193
Inhibition of HFIP-pretreated amyloid beta (1 to 42 residues) (unknown origin) self aggregation after 24 hrs by ThT-based fluorometric method,IC50,Cc1cc(N2CCN(c3nc(Nc4cccc(C(F)(F)F)c4)nc(Nc4ccc(F)c(Cl)c4)n3)CC2)n2ncnc2n1,16290.0,nM,=,CHEMBL4173299,inactive,Cc1cc(N2CCN(c3nc(Nc4cccc(C(F)(F)F)c4)nc(Nc4ccc(F)c(Cl)c4)n3)CC2)n2ncnc2n1,organic,4.78807891569149
Inhibition of HFIP-pretreated amyloid beta (1 to 42 residues) (unknown origin) self aggregation after 24 hrs by ThT-based fluorometric method,IC50,Cc1cc(N2CCN(c3nc(Nc4ccc(F)cc4)nc(Nc4cccc(C(F)(F)F)c4)n3)CC2)n2ncnc2n1,18310.0,nM,=,CHEMBL4161947,inactive,Cc1cc(N2CCN(c3nc(Nc4ccc(F)cc4)nc(Nc4cccc(C(F)(F)F)c4)n3)CC2)n2ncnc2n1,organic,4.737311655698304
Inhibition of HFIP-pretreated amyloid beta (1 to 42 residues) (unknown origin) self aggregation after 24 hrs by ThT-based fluorometric method,IC50,Cc1ccc(Nc2nc(Nc3ccc(F)c(Cl)c3)nc(N3CCN(c4cc(C)nc5ncnn45)CC3)n2)cc1,25000.0,nM,=,CHEMBL4169871,inactive,Cc1ccc(Nc2nc(Nc3ccc(F)c(Cl)c3)nc(N3CCN(c4cc(C)nc5ncnn45)CC3)n2)cc1,organic,4.6020599913279625
Inhibition of HFIP-pretreated amyloid beta (1 to 42 residues) (unknown origin) self aggregation after 24 hrs by ThT-based fluorometric method,IC50,FC(F)(F)c1cccc(Nc2nc(NC3CC3)nc(N3CCNCC3)n2)c1,23540.0,nM,=,CHEMBL4167322,inactive,FC(F)(F)c1cccc(Nc2nc(NC3CC3)nc(N3CCNCC3)n2)c1,organic,4.628193541492584
Inhibition of HFIP-pretreated amyloid beta (1 to 42 residues) (unknown origin) self aggregation after 24 hrs by ThT-based fluorometric method,IC50,Fc1ccc(Nc2nc(Cl)nc(Nc3cccc(C(F)(F)F)c3)n2)c(F)c1,17850.0,nM,=,CHEMBL4175196,inactive,Fc1ccc(Nc2nc(Cl)nc(Nc3cccc(C(F)(F)F)c3)n2)c(F)c1,organic,4.748361779551788
Inhibition of HFIP-pretreated amyloid beta (1 to 42 residues) (unknown origin) self aggregation after 24 hrs by ThT-based fluorometric method,IC50,Fc1ccc(Nc2nc(Cl)nc(Nc3cccc(C(F)(F)F)c3)n2)cc1,18550.0,nM,=,CHEMBL4170265,inactive,Fc1ccc(Nc2nc(Cl)nc(Nc3cccc(C(F)(F)F)c3)n2)cc1,organic,4.731656086048935
Inhibition of HFIP-pretreated amyloid beta (1 to 42 residues) (unknown origin) self aggregation after 24 hrs by ThT-based fluorometric method,IC50,Cc1ccc(Nc2nc(Cl)nc(Nc3cccc(C(F)(F)F)c3)n2)cc1,20720.0,nM,=,CHEMBL4162346,inactive,Cc1ccc(Nc2nc(Cl)nc(Nc3cccc(C(F)(F)F)c3)n2)cc1,organic,4.683610248926804
Inhibition of HFIP-pretreated amyloid beta (1 to 42 residues) (unknown origin) self aggregation after 24 hrs by ThT-based fluorometric method,IC50,COc1ccc(Nc2nc(Cl)nc(Nc3cccc(C(F)(F)F)c3)n2)cc1,17600.0,nM,=,CHEMBL4166865,inactive,COc1ccc(Nc2nc(Cl)nc(Nc3cccc(C(F)(F)F)c3)n2)cc1,organic,4.7544873321858505
Inhibition of HFIP-pretreated amyloid beta (1 to 42 residues) (unknown origin) self aggregation after 24 hrs by ThT-based fluorometric method,IC50,Cc1ccc(Nc2nc(Cl)nc(Nc3ccc(F)c(Cl)c3)n2)cc1,18050.0,nM,=,CHEMBL4163412,inactive,Cc1ccc(Nc2nc(Cl)nc(Nc3ccc(F)c(Cl)c3)n2)cc1,organic,4.7435227937583235
Inhibition of HFIP-pretreated amyloid beta (1 to 42 residues) (unknown origin) self aggregation after 24 hrs by ThT-based fluorometric method,IC50,COc1ccc(Nc2nc(Cl)nc(Nc3ccc(F)c(Cl)c3)n2)cc1,23800.0,nM,=,CHEMBL4174114,inactive,COc1ccc(Nc2nc(Cl)nc(Nc3ccc(F)c(Cl)c3)n2)cc1,organic,4.623423042943488
Inhibition of HFIP-pretreated amyloid beta (1 to 42 residues) (unknown origin) self aggregation after 24 hrs by ThT-based fluorometric method,IC50,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,22510.0,nM,=,CHEMBL140,inactive,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,organic,4.64762450499948
Inhibition of amyloid beta (1 to 42) (unknown origin) self-aggregation after 24 hrs by thioflavin-T fluorescence assay,IC50,COc1ccc(Cn2cc(CNC(=O)[C@@H](C)CC[C@H]3O[C@H]4C[C@H]5[C@@H]6CC[C@@H]7C[C@@H](OCc8ccccc8)CC[C@]7(C)[C@H]6CC[C@]5(C)[C@H]4[C@@H]3C)nn2)cc1,5840.0,nM,=,CHEMBL4176559,active,COc1ccc(Cn2cc(CNC(=O)[C@@H](C)CC[C@H]3O[C@H]4C[C@H]5[C@@H]6CC[C@@H]7C[C@@H](OCc8ccccc8)CC[C@]7(C)[C@H]6CC[C@]5(C)[C@H]4[C@@H]3C)nn2)cc1,organic,5.2335871528876
Inhibition of amyloid beta (1 to 42) (unknown origin) self-aggregation after 24 hrs by thioflavin-T fluorescence assay,IC50,C[C@H]1[C@H]2[C@H](C[C@H]3[C@@H]4CC[C@@H]5C[C@@H](OCc6ccccc6)CC[C@]5(C)[C@H]4CC[C@]23C)O[C@@H]1CC[C@H](C)C(=O)NCc1cn(Cc2cscn2)nn1,8280.0,nM,=,CHEMBL4161849,active,C[C@H]1[C@H]2[C@H](C[C@H]3[C@@H]4CC[C@@H]5C[C@@H](OCc6ccccc6)CC[C@]5(C)[C@H]4CC[C@]23C)O[C@@H]1CC[C@H](C)C(=O)NCc1cn(Cc2cscn2)nn1,organic,5.08196966321512
Inhibition of amyloid beta (1 to 42) (unknown origin) self-aggregation after 24 hrs by thioflavin-T fluorescence assay,IC50,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,14990.0,nM,=,CHEMBL140,inactive,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,organic,4.824198367151721
Inhibition of amyloid beta 42 (unknown origin) expressed in Escherichia coli BL21 (DE3) aggregation incubated for overnight by Th-S fluorescence staining based UV-Vis spectrophotometer,IC50,COc1cc(/C=C/C(=O)Oc2cc(O)c3c(c2)O[C@H](c2ccc4c(c2)O[C@@H](c2ccc(O)c(OC)c2)[C@H](CO)O4)[C@@H](O)C3=O)ccc1O,43600.0,nM,=,CHEMBL4217978,inactive,COc1cc(/C=C/C(=O)Oc2cc(O)c3c(c2)O[C@H](c2ccc4c(c2)O[C@@H](c2ccc(O)c(OC)c2)[C@H](CO)O4)[C@@H](O)C3=O)ccc1O,organic,4.360513510731414
Inhibition of amyloid beta 42 (unknown origin) expressed in Escherichia coli BL21 (DE3) aggregation incubated for overnight by Th-S fluorescence staining based UV-Vis spectrophotometer,IC50,COc1cc(/C=C/C(=O)Oc2cc(O)c3c(c2)O[C@H](c2ccc4c(c2)O[C@H](c2ccc(O)c(OC)c2)[C@@H](CO)O4)[C@@H](O)C3=O)ccc1O,85500.0,nM,=,CHEMBL4207221,inactive,COc1cc(/C=C/C(=O)Oc2cc(O)c3c(c2)O[C@H](c2ccc4c(c2)O[C@H](c2ccc(O)c(OC)c2)[C@@H](CO)O4)[C@@H](O)C3=O)ccc1O,organic,4.068033885271827
Modulation of human wild-type APP695 expressed in SH-SY5Y cells assessed as inhibition of amyloid beta (1 to 40 residues) production measured after 24 hrs,IC50,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,7000.0,nM,=,CHEMBL76,active,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,organic,5.154901959985743
Modulation of human wild-type APP695 expressed in SH-SY5Y cells assessed as inhibition of amyloid beta (1 to 40 residues) production measured after 24 hrs,IC50,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,4000.0,nM,=,CHEMBL682,active,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,organic,5.3979400086720375
Modulation of human wild-type APP695 expressed in SH-SY5Y cells assessed as inhibition of amyloid beta (1 to 40 residues) production measured after 24 hrs,IC50,CCN(CC)Cc1cccc(Nc2ccnc3cc(Cl)ccc23)c1,4500.0,nM,=,CHEMBL138623,active,CCN(CC)Cc1cccc(Nc2ccnc3cc(Cl)ccc23)c1,organic,5.346787486224656
Modulation of human wild-type APP695 expressed in SH-SY5Y cells assessed as inhibition of amyloid beta (1 to 40 residues) production measured after 24 hrs,IC50,CCN(CC)Cc1cc(NC(=O)CN2CCCCC2)cc(Nc2ccnc3cc(Cl)ccc23)c1,1500.0,nM,=,CHEMBL317760,active,CCN(CC)Cc1cc(NC(=O)CN2CCCCC2)cc(Nc2ccnc3cc(Cl)ccc23)c1,organic,5.823908740944319
Modulation of human wild-type APP695 expressed in SH-SY5Y cells assessed as inhibition of amyloid beta (1 to 40 residues) production measured after 24 hrs,IC50,CCN(CC)Cc1cc(NCCN2CCCCC2)cc(Nc2ccnc3cc(Cl)ccc23)c1,10000.0,nM,=,CHEMBL451753,active,CCN(CC)Cc1cc(NCCN2CCCCC2)cc(Nc2ccnc3cc(Cl)ccc23)c1,organic,5.0
Modulation of human wild-type APP695 expressed in SH-SY5Y cells assessed as inhibition of amyloid beta (1 to 40 residues) production measured after 24 hrs,IC50,O=C(CN1CCCCC1)Nc1cc(CN2CCOCC2)cc(Nc2ccnc3cc(Cl)ccc23)c1,3100.0,nM,=,CHEMBL94521,active,O=C(CN1CCCCC1)Nc1cc(CN2CCOCC2)cc(Nc2ccnc3cc(Cl)ccc23)c1,organic,5.508638306165727
Modulation of human wild-type APP695 expressed in SH-SY5Y cells assessed as inhibition of amyloid beta (1 to 40 residues) production measured after 24 hrs,IC50,Clc1ccc2c(Nc3cc(CN4CCOCC4)cc(NCCN4CCCCC4)c3)ccnc2c1,2500.0,nM,=,CHEMBL4227472,active,Clc1ccc2c(Nc3cc(CN4CCOCC4)cc(NCCN4CCCCC4)c3)ccnc2c1,organic,5.6020599913279625
Modulation of human wild-type APP695 expressed in SH-SY5Y cells assessed as inhibition of amyloid beta (1 to 40 residues) production measured after 24 hrs,IC50,CN(C)CCN(C)Cc1cc(NC(=O)CN2CCCCC2)cc(Nc2ccnc3cc(Cl)ccc23)c1,1700.0,nM,=,CHEMBL97247,active,CN(C)CCN(C)Cc1cc(NC(=O)CN2CCCCC2)cc(Nc2ccnc3cc(Cl)ccc23)c1,organic,5.769551078621726
Modulation of human wild-type APP695 expressed in SH-SY5Y cells assessed as inhibition of amyloid beta (1 to 40 residues) production measured after 24 hrs,IC50,CN(C)CCNCc1cc(NC(=O)CN2CCCCC2)cc(Nc2ccnc3cc(Cl)ccc23)c1,2000.0,nM,=,CHEMBL319756,active,CN(C)CCNCc1cc(NC(=O)CN2CCCCC2)cc(Nc2ccnc3cc(Cl)ccc23)c1,organic,5.698970004336019
Modulation of human wild-type APP695 expressed in SH-SY5Y cells assessed as inhibition of amyloid beta (1 to 40 residues) production measured after 24 hrs,IC50,Oc1c(CN2CCCC2)cc(Nc2ccnc3cc(Cl)ccc23)cc1CN1CCCC1,5100.0,nM,=,CHEMBL167970,active,Oc1c(CN2CCCC2)cc(Nc2ccnc3cc(Cl)ccc23)cc1CN1CCCC1,organic,5.292429823902063
Modulation of human wild-type APP695 expressed in SH-SY5Y cells assessed as inhibition of amyloid beta (1 to 40 residues) production measured after 24 hrs,IC50,CN1CCN(c2cc(Nc3ccnc4cc(Cl)ccc34)cc(N3CCN(C)CC3)c2)CC1,2300.0,nM,=,CHEMBL4226945,active,CN1CCN(c2cc(Nc3ccnc4cc(Cl)ccc34)cc(N3CCN(C)CC3)c2)CC1,organic,5.638272163982407
Modulation of human wild-type APP695 expressed in SH-SY5Y cells assessed as inhibition of amyloid beta (1 to 40 residues) production measured after 24 hrs,IC50,O=C(NCCN1CCCCC1)c1cc(Nc2ccccc2CN2CCCCC2)cc(C(=O)NCCN2CCCCC2)c1,4100.0,nM,=,CHEMBL4226951,active,O=C(NCCN1CCCCC1)c1cc(Nc2ccccc2CN2CCCCC2)cc(C(=O)NCCN2CCCCC2)c1,organic,5.3872161432802645
Modulation of human wild-type APP695 expressed in SH-SY5Y cells assessed as inhibition of amyloid beta (1 to 40 residues) production measured after 24 hrs,IC50,CN(C)Cc1ccccc1Nc1cc(C(=O)NCCN2CCCCC2)cc(C(=O)NCCN2CCCCC2)c1,8200.0,nM,=,CHEMBL4225842,active,CN(C)Cc1ccccc1Nc1cc(C(=O)NCCN2CCCCC2)cc(C(=O)NCCN2CCCCC2)c1,organic,5.086186147616283
Modulation of human wild-type APP695 expressed in SH-SY5Y cells assessed as inhibition of amyloid beta (1 to 40 residues) production measured after 24 hrs,IC50,c1ccc(Nc2cc(CNCCN3CCCCC3)cc(CNCCN3CCCCC3)c2)c(CN2CCCCC2)c1,4600.0,nM,=,CHEMBL4226025,active,c1ccc(Nc2cc(CNCCN3CCCCC3)cc(CNCCN3CCCCC3)c2)c(CN2CCCCC2)c1,organic,5.337242168318426
Modulation of human wild-type APP695 expressed in SH-SY5Y cells assessed as inhibition of amyloid beta (1 to 40 residues) production measured after 24 hrs,IC50,c1ccc(Nc2cc(CNCCN3CCCCC3)cc(CNCCN3CCCCC3)c2)c(CN2CCOCC2)c1,6600.0,nM,=,CHEMBL4225563,active,c1ccc(Nc2cc(CNCCN3CCCCC3)cc(CNCCN3CCCCC3)c2)c(CN2CCOCC2)c1,organic,5.180456064458132
Modulation of human wild-type APP695 expressed in SH-SY5Y cells assessed as inhibition of amyloid beta (1 to 40 residues) production measured after 24 hrs,IC50,O=C(NCCN1CCCCC1)c1cc(C(=O)NCCN2CCCCC2)cc(-c2ccccc2CN2CCCCC2)c1,6200.0,nM,=,CHEMBL4228998,active,O=C(NCCN1CCCCC1)c1cc(C(=O)NCCN2CCCCC2)cc(-c2ccccc2CN2CCCCC2)c1,organic,5.207608310501746
Modulation of human wild-type APP695 expressed in SH-SY5Y cells assessed as inhibition of amyloid beta (1 to 42 residues) production measured after 24 hrs by ELISA,IC50,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,12800.0,nM,=,CHEMBL76,inactive,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,organic,4.892790030352131
Modulation of human wild-type APP695 expressed in SH-SY5Y cells assessed as inhibition of amyloid beta (1 to 42 residues) production measured after 24 hrs by ELISA,IC50,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,5400.0,nM,=,CHEMBL682,active,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,organic,5.267606240177032
Modulation of human wild-type APP695 expressed in SH-SY5Y cells assessed as inhibition of amyloid beta (1 to 42 residues) production measured after 24 hrs by ELISA,IC50,CCN(CC)Cc1cccc(Nc2ccnc3cc(Cl)ccc23)c1,10400.0,nM,=,CHEMBL138623,inactive,CCN(CC)Cc1cccc(Nc2ccnc3cc(Cl)ccc23)c1,organic,4.982966660701219
Modulation of human wild-type APP695 expressed in SH-SY5Y cells assessed as inhibition of amyloid beta (1 to 42 residues) production measured after 24 hrs by ELISA,IC50,CCN(CC)Cc1cc(NC(=O)CN2CCCCC2)cc(Nc2ccnc3cc(Cl)ccc23)c1,2800.0,nM,=,CHEMBL317760,active,CCN(CC)Cc1cc(NC(=O)CN2CCCCC2)cc(Nc2ccnc3cc(Cl)ccc23)c1,organic,5.552841968657781
Modulation of human wild-type APP695 expressed in SH-SY5Y cells assessed as inhibition of amyloid beta (1 to 42 residues) production measured after 24 hrs by ELISA,IC50,CCN(CC)Cc1cc(NCCN2CCCCC2)cc(Nc2ccnc3cc(Cl)ccc23)c1,13800.0,nM,=,CHEMBL451753,inactive,CCN(CC)Cc1cc(NCCN2CCCCC2)cc(Nc2ccnc3cc(Cl)ccc23)c1,organic,4.860120913598763
Modulation of human wild-type APP695 expressed in SH-SY5Y cells assessed as inhibition of amyloid beta (1 to 42 residues) production measured after 24 hrs by ELISA,IC50,O=C(CN1CCCCC1)Nc1cc(CN2CCOCC2)cc(Nc2ccnc3cc(Cl)ccc23)c1,7100.0,nM,=,CHEMBL94521,active,O=C(CN1CCCCC1)Nc1cc(CN2CCOCC2)cc(Nc2ccnc3cc(Cl)ccc23)c1,organic,5.1487416512809245
Modulation of human wild-type APP695 expressed in SH-SY5Y cells assessed as inhibition of amyloid beta (1 to 42 residues) production measured after 24 hrs by ELISA,IC50,Clc1ccc2c(Nc3cc(CN4CCOCC4)cc(NCCN4CCCCC4)c3)ccnc2c1,4900.0,nM,=,CHEMBL4227472,active,Clc1ccc2c(Nc3cc(CN4CCOCC4)cc(NCCN4CCCCC4)c3)ccnc2c1,organic,5.309803919971486
Modulation of human wild-type APP695 expressed in SH-SY5Y cells assessed as inhibition of amyloid beta (1 to 42 residues) production measured after 24 hrs by ELISA,IC50,CN(C)CCN(C)Cc1cc(NC(=O)CN2CCCCC2)cc(Nc2ccnc3cc(Cl)ccc23)c1,2900.0,nM,=,CHEMBL97247,active,CN(C)CCN(C)Cc1cc(NC(=O)CN2CCCCC2)cc(Nc2ccnc3cc(Cl)ccc23)c1,organic,5.5376020021010435
Modulation of human wild-type APP695 expressed in SH-SY5Y cells assessed as inhibition of amyloid beta (1 to 42 residues) production measured after 24 hrs by ELISA,IC50,CN(C)CCNCc1cc(NC(=O)CN2CCCCC2)cc(Nc2ccnc3cc(Cl)ccc23)c1,2100.0,nM,=,CHEMBL319756,active,CN(C)CCNCc1cc(NC(=O)CN2CCCCC2)cc(Nc2ccnc3cc(Cl)ccc23)c1,organic,5.6777807052660805
Modulation of human wild-type APP695 expressed in SH-SY5Y cells assessed as inhibition of amyloid beta (1 to 42 residues) production measured after 24 hrs by ELISA,IC50,Oc1c(CN2CCCC2)cc(Nc2ccnc3cc(Cl)ccc23)cc1CN1CCCC1,11200.0,nM,=,CHEMBL167970,inactive,Oc1c(CN2CCCC2)cc(Nc2ccnc3cc(Cl)ccc23)cc1CN1CCCC1,organic,4.950781977329818
Modulation of human wild-type APP695 expressed in SH-SY5Y cells assessed as inhibition of amyloid beta (1 to 42 residues) production measured after 24 hrs by ELISA,IC50,CN1CCN(c2cc(Nc3ccnc4cc(Cl)ccc34)cc(N3CCN(C)CC3)c2)CC1,1900.0,nM,=,CHEMBL4226945,active,CN1CCN(c2cc(Nc3ccnc4cc(Cl)ccc34)cc(N3CCN(C)CC3)c2)CC1,organic,5.721246399047171
Modulation of human wild-type APP695 expressed in SH-SY5Y cells assessed as inhibition of amyloid beta (1 to 42 residues) production measured after 24 hrs by ELISA,IC50,O=C(NCCN1CCCCC1)c1cc(Nc2ccccc2CN2CCCCC2)cc(C(=O)NCCN2CCCCC2)c1,4700.0,nM,=,CHEMBL4226951,active,O=C(NCCN1CCCCC1)c1cc(Nc2ccccc2CN2CCCCC2)cc(C(=O)NCCN2CCCCC2)c1,organic,5.327902142064283
Modulation of human wild-type APP695 expressed in SH-SY5Y cells assessed as inhibition of amyloid beta (1 to 42 residues) production measured after 24 hrs by ELISA,IC50,c1ccc(Nc2cc(CNCCN3CCCCC3)cc(CNCCN3CCCCC3)c2)c(CN2CCCCC2)c1,6000.0,nM,=,CHEMBL4226025,active,c1ccc(Nc2cc(CNCCN3CCCCC3)cc(CNCCN3CCCCC3)c2)c(CN2CCCCC2)c1,organic,5.221848749616356
Modulation of human wild-type APP695 expressed in SH-SY5Y cells assessed as inhibition of amyloid beta (1 to 42 residues) production measured after 24 hrs by ELISA,IC50,c1ccc(Nc2cc(CNCCN3CCCCC3)cc(CNCCN3CCCCC3)c2)c(CN2CCOCC2)c1,7900.0,nM,=,CHEMBL4225563,active,c1ccc(Nc2cc(CNCCN3CCCCC3)cc(CNCCN3CCCCC3)c2)c(CN2CCOCC2)c1,organic,5.102372908709558
Modulation of human wild-type APP695 expressed in SH-SY5Y cells assessed as inhibition of amyloid beta (1 to 42 residues) production measured after 24 hrs by ELISA,IC50,O=C(NCCN1CCCCC1)c1cc(C(=O)NCCN2CCCCC2)cc(-c2ccccc2CN2CCCCC2)c1,9400.0,nM,=,CHEMBL4228998,active,O=C(NCCN1CCCCC1)c1cc(C(=O)NCCN2CCCCC2)cc(-c2ccccc2CN2CCCCC2)c1,organic,5.026872146400302
Inhibition of HFIP-pretreated amyloid beta (1 to 42) (unknown origin) self-induced aggregation after 48 hrs by thioflavin T-based fluorometric assay,IC50,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,12430.0,nM,=,CHEMBL165,inactive,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,organic,4.905528871358356
Inhibition of HFIP-pretreated amyloid beta (1 to 42) (unknown origin) self-induced aggregation after 48 hrs by thioflavin T-based fluorometric assay,IC50,O=C(/C=C/c1ccccc1)N1CCN(Cc2ccc(O)c3ncccc23)CC1,8860.0,nM,=,CHEMBL4228823,active,O=C(/C=C/c1ccccc1)N1CCN(Cc2ccc(O)c3ncccc23)CC1,organic,5.052566278112949
Inhibition of HFIP-pretreated amyloid beta (1 to 42) (unknown origin) self-induced aggregation after 48 hrs by thioflavin T-based fluorometric assay,IC50,COc1ccc(/C=C/C(=O)N2CCN(Cc3ccc(O)c4ncccc34)CC2)cc1OC,18940.0,nM,=,CHEMBL4226059,inactive,COc1ccc(/C=C/C(=O)N2CCN(Cc3ccc(O)c4ncccc34)CC2)cc1OC,organic,4.722620025332746
Inhibition of HFIP-pretreated amyloid beta (1 to 42) (unknown origin) self-induced aggregation after 48 hrs by thioflavin T-based fluorometric assay,IC50,O=C(/C=C/c1ccc(F)cc1)N1CCN(Cc2ccc(O)c3ncccc23)CC1,11440.0,nM,=,CHEMBL4227890,inactive,O=C(/C=C/c1ccc(F)cc1)N1CCN(Cc2ccc(O)c3ncccc23)CC1,organic,4.941573975542995
Inhibition of HFIP-pretreated amyloid beta (1 to 42) (unknown origin) self-induced aggregation after 48 hrs by thioflavin T-based fluorometric assay,IC50,O=C(/C=C/c1ccc(F)cc1F)N1CCN(Cc2ccc(O)c3ncccc23)CC1,5050.0,nM,=,CHEMBL4227615,active,O=C(/C=C/c1ccc(F)cc1F)N1CCN(Cc2ccc(O)c3ncccc23)CC1,organic,5.296708621881339
Inhibition of HFIP-pretreated amyloid beta (1 to 42) (unknown origin) self-induced aggregation after 48 hrs by thioflavin T-based fluorometric assay,IC50,N#Cc1ccc(/C=C/C(=O)N2CCN(Cc3ccc(O)c4ncccc34)CC2)cc1,16810.0,nM,=,CHEMBL4226505,inactive,N#Cc1ccc(/C=C/C(=O)N2CCN(Cc3ccc(O)c4ncccc34)CC2)cc1,organic,4.774432286560529
Inhibition of HFIP-pretreated amyloid beta (1 to 42) (unknown origin) self-induced aggregation after 48 hrs by thioflavin T-based fluorometric assay,IC50,O=C(/C=C/c1ccccc1Cl)N1CCN(Cc2ccc(O)c3ncccc23)CC1,7350.0,nM,=,CHEMBL4227357,active,O=C(/C=C/c1ccccc1Cl)N1CCN(Cc2ccc(O)c3ncccc23)CC1,organic,5.133712660915805
