assay,std_type,SMILES,std_value,std_units,standard_relation,molecule_chembl_id
Inhibition of amyloid beta (1 to 42) (unknown origin) self aggregation at 10 uM incubated for 24 to 48 hrs by Thioflavin-T based fluorometric assay,Inhibition,O=S(=O)(c1ccccc1)n1ccc2c(OCCNCC3CCCNC3)cccc21,27.3,%,=,CHEMBL4865076
Inhibition of amyloid beta (1 to 42) (unknown origin) self aggregation at 10 uM incubated for 24 to 48 hrs by Thioflavin-T based fluorometric assay,Inhibition,CC(C)(C)OC(=O)N1CCCC(CNCCOc2cccc3c2ccn3S(=O)(=O)c2ccccc2)C1,59.2,%,=,CHEMBL4852840
Inhibition of amyloid beta (1 to 42) (unknown origin) self aggregation at 10 uM incubated for 24 to 48 hrs by Thioflavin-T based fluorometric assay,Inhibition,CC(C)(C)OC(=O)N1CCC(CNCCOc2cccc3c2ccn3S(=O)(=O)c2ccccc2)CC1,69.7,%,=,CHEMBL4854568
Inhibition of amyloid beta (1 to 42) (unknown origin) self aggregation at 10 uM incubated for 24 to 48 hrs by Thioflavin-T based fluorometric assay,Inhibition,O=S(=O)(c1cccc2ccccc12)n1ccc2c(OCCNCc3ccccc3)cccc21,20.5,%,=,CHEMBL4872486
Inhibition of amyloid beta (1 to 42) (unknown origin) self aggregation at 10 uM incubated for 24 to 48 hrs by Thioflavin-T based fluorometric assay,Inhibition,Cc1cccc(CNCCOc2cccc3c2ccn3S(=O)(=O)c2cccc3ccccc23)c1,23.6,%,=,CHEMBL4874512
Inhibition of amyloid beta (1 to 42) (unknown origin) self aggregation at 10 uM incubated for 24 to 48 hrs by Thioflavin-T based fluorometric assay,Inhibition,c1ccc(CNCCOc2cccc3c2ccn3Cc2ccccc2)cc1,71.3,%,=,CHEMBL4862516
Inhibition of amyloid beta (1 to 42) (unknown origin) self aggregation at 10 uM incubated for 24 to 48 hrs by Thioflavin-T based fluorometric assay,Inhibition,CC(C)(C)OC(=O)N1CCCC(CNCCOc2cccc3c2ccn3Cc2ccccc2)C1,79.4,%,=,CHEMBL4859019
Inhibition of amyloid beta (1 to 42) (unknown origin) self aggregation at 10 uM incubated for 24 to 48 hrs by Thioflavin-T based fluorometric assay,Inhibition,c1ccc(CNCCOc2cccc3c2CCN3Cc2ccccc2)cc1,72.5,%,=,CHEMBL4855189
Inhibition of amyloid beta (1 to 42) (unknown origin) self aggregation at 10 uM incubated for 24 to 48 hrs by Thioflavin-T based fluorometric assay,Inhibition,Cc1cccc(CNCCOc2cccc3c2CCN3Cc2ccccc2)c1,72.6,%,=,CHEMBL4856695
Inhibition of amyloid beta (1 to 42) (unknown origin) self aggregation at 10 uM incubated for 24 to 48 hrs by Thioflavin-T based fluorometric assay,Inhibition,CC(C)(C)OC(=O)N1CCCC(CNCCOc2cccc3c2CCN3Cc2ccccc2)C1,79.7,%,=,CHEMBL4866550
Inhibition of amyloid beta (1 to 42) (unknown origin) self aggregation at 10 uM incubated for 24 to 48 hrs by Thioflavin-T based fluorometric assay,Inhibition,O=C1Cc2c(OCCNCc3ccccc3)cccc2N1Cc1ccccc1,42.4,%,=,CHEMBL4874675
Inhibition of amyloid beta (1 to 42) (unknown origin) self aggregation at 10 uM incubated for 24 to 48 hrs by Thioflavin-T based fluorometric assay,Inhibition,Cc1cccc(CNCCOc2cccc3c2CC(=O)N3Cc2ccccc2)c1,58.5,%,=,CHEMBL4873096
Inhibition of amyloid beta (1 to 42) (unknown origin) self aggregation at 10 uM incubated for 24 to 48 hrs by Thioflavin-T based fluorometric assay,Inhibition,CC(C)(C)OC(=O)N1CCCC(CNCCOc2cccc3c2CC(=O)N3Cc2ccccc2)C1,65.2,%,=,CHEMBL4870158
Inhibition of amyloid beta (1 to 42) (unknown origin) self aggregation at 10 uM incubated for 24 to 48 hrs by Thioflavin-T based fluorometric assay,Inhibition,O=c1[nH]c2c(OCCNCc3ccccc3)cccc2n1Cc1ccccc1,32.9,%,=,CHEMBL4849430
Inhibition of amyloid beta (1 to 42) (unknown origin) self aggregation at 10 uM incubated for 24 to 48 hrs by Thioflavin-T based fluorometric assay,Inhibition,Cc1cccc(CNCCOc2cccc3c2[nH]c(=O)n3Cc2ccccc2)c1,64.3,%,=,CHEMBL4866962
Inhibition of amyloid beta (1 to 42) (unknown origin) self aggregation at 10 uM incubated for 24 to 48 hrs by Thioflavin-T based fluorometric assay,Inhibition,CC(C)(C)OC(=O)N1CCCC(CNCCOc2cccc3c2[nH]c(=O)n3Cc2ccccc2)C1,43.9,%,=,CHEMBL4858014
Inhibition of amyloid beta (1 to 42) (unknown origin) self aggregation at 10 uM incubated for 24 to 48 hrs by Thioflavin-T based fluorometric assay,Inhibition,CN(CCOc1cccc2c1ccn2S(=O)(=O)c1ccccc1)Cc1ccccc1,20.0,%,<,CHEMBL4872905
Inhibition of amyloid beta (1 to 42) (unknown origin) self aggregation at 10 uM incubated for 24 to 48 hrs by Thioflavin-T based fluorometric assay,Inhibition,O=S(=O)(c1ccccc1)n1ccc2c(OCCNCc3ccccc3Cl)cccc21,20.0,%,<,CHEMBL4863079
Inhibition of amyloid beta (1 to 42) (unknown origin) self aggregation at 10 uM incubated for 24 to 48 hrs by Thioflavin-T based fluorometric assay,Inhibition,O=S(=O)(c1ccccc1)n1ccc2c(OCCNCc3cccc(Cl)c3)cccc21,20.0,%,<,CHEMBL4849917
Inhibition of amyloid beta (1 to 42) (unknown origin) self aggregation at 10 uM incubated for 24 to 48 hrs by Thioflavin-T based fluorometric assay,Inhibition,O=S(=O)(c1ccccc1)n1ccc2c(OCCNCc3ccc(Cl)cc3)cccc21,20.0,%,<,CHEMBL4862131
Inhibition of amyloid beta (1 to 42) (unknown origin) self aggregation at 10 uM incubated for 24 to 48 hrs by Thioflavin-T based fluorometric assay,Inhibition,O=S(=O)(c1ccccc1)n1ccc2c(OCCNCc3cc(Cl)cc(Cl)c3)cccc21,20.0,%,<,CHEMBL4845762
Inhibition of amyloid beta (1 to 42) (unknown origin) self aggregation at 10 uM incubated for 24 to 48 hrs by Thioflavin-T based fluorometric assay,Inhibition,O=S(=O)(c1ccccc1)n1ccc2c(OCCNCc3cccc(C(F)(F)F)c3)cccc21,20.0,%,<,CHEMBL4849702
Inhibition of amyloid beta (1 to 42) (unknown origin) self aggregation at 10 uM incubated for 24 to 48 hrs by Thioflavin-T based fluorometric assay,Inhibition,CN(C)c1cccc(CNCCOc2cccc3c2ccn3S(=O)(=O)c2ccccc2)c1,20.0,%,<,CHEMBL4850764
Inhibition of amyloid beta (1 to 42) (unknown origin) self aggregation at 10 uM incubated for 24 to 48 hrs by Thioflavin-T based fluorometric assay,Inhibition,CN(C)c1ccc(CNCCOc2cccc3c2ccn3S(=O)(=O)c2ccccc2)cc1,20.0,%,<,CHEMBL4871678
Inhibition of amyloid beta (1 to 42) (unknown origin) self aggregation at 10 uM incubated for 24 to 48 hrs by Thioflavin-T based fluorometric assay,Inhibition,O=S(=O)(c1ccccc1)n1ccc2c(OCCNCc3ccc4c(c3)OCCO4)cccc21,20.0,%,<,CHEMBL4871652
Inhibition of amyloid beta (1 to 42) (unknown origin) self aggregation at 10 uM incubated for 24 to 48 hrs by Thioflavin-T based fluorometric assay,Inhibition,CCOc1cccc(CNCCOc2cccc3c2ccn3S(=O)(=O)c2ccccc2)c1,20.0,%,<,CHEMBL4862752
Inhibition of amyloid beta (1 to 42) (unknown origin) self aggregation at 10 uM incubated for 24 to 48 hrs by Thioflavin-T based fluorometric assay,Inhibition,CCOc1ccc(CNCCOc2cccc3c2ccn3S(=O)(=O)c2ccccc2)cc1,20.0,%,<,CHEMBL4879036
Inhibition of amyloid beta (1 to 42) (unknown origin) self aggregation at 10 uM incubated for 24 to 48 hrs by Thioflavin-T based fluorometric assay,Inhibition,CC(=O)Oc1cccc(CNCCOc2cccc3c2ccn3S(=O)(=O)c2ccccc2)c1,20.0,%,<,CHEMBL4867606
Inhibition of amyloid beta (1 to 42) (unknown origin) self aggregation at 10 uM incubated for 24 to 48 hrs by Thioflavin-T based fluorometric assay,Inhibition,CC(=O)Oc1ccc(CNCCOc2cccc3c2ccn3S(=O)(=O)c2ccccc2)cc1,20.0,%,<,CHEMBL4846931
Inhibition of amyloid beta (1 to 42) (unknown origin) self aggregation at 10 uM incubated for 24 to 48 hrs by Thioflavin-T based fluorometric assay,Inhibition,COC(=O)c1ccc(CNCCOc2cccc3c2ccn3S(=O)(=O)c2ccccc2)cc1,20.0,%,<,CHEMBL4849680
Inhibition of amyloid beta (1 to 42) (unknown origin) self aggregation at 10 uM incubated for 24 to 48 hrs by Thioflavin-T based fluorometric assay,Inhibition,CC(=O)Nc1ccc(CNCCOc2cccc3c2ccn3S(=O)(=O)c2ccccc2)cc1,20.0,%,<,CHEMBL4855991
Inhibition of amyloid beta (1 to 42) (unknown origin) self aggregation at 10 uM incubated for 24 to 48 hrs by Thioflavin-T based fluorometric assay,Inhibition,O=S(=O)(c1ccccc1)n1ccc2c(N3CCN(Cc4ccccc4)CC3)cccc21,20.0,%,<,CHEMBL4851655
Inhibition of amyloid beta (1 to 42) (unknown origin) self aggregation at 10 uM incubated for 24 to 48 hrs by Thioflavin-T based fluorometric assay,Inhibition,O=S(=O)(c1ccccc1)n1ccc2c(OCCNCC3CCCC3)cccc21,20.0,%,<,CHEMBL4853545
Inhibition of amyloid beta (1 to 42) (unknown origin) self aggregation at 10 uM incubated for 24 to 48 hrs by Thioflavin-T based fluorometric assay,Inhibition,O=S(=O)(c1ccccc1)n1ccc2c(OCCNCC3CC3)cccc21,20.0,%,<,CHEMBL4873700
Inhibition of amyloid beta (1 to 42) (unknown origin) self aggregation at 10 uM incubated for 24 to 48 hrs by Thioflavin-T based fluorometric assay,Inhibition,CNCCOc1cccc2c1ccn2S(=O)(=O)c1ccccc1,20.0,%,<,CHEMBL178254
Inhibition of amyloid beta (1 to 42) (unknown origin) self aggregation at 10 uM incubated for 24 to 48 hrs by Thioflavin-T based fluorometric assay,Inhibition,O=S(=O)(c1ccccc1)n1ccc2c(OCCNCc3ccccn3)cccc21,20.0,%,<,CHEMBL4850738
Inhibition of amyloid beta (1 to 42) (unknown origin) self aggregation at 10 uM incubated for 24 to 48 hrs by Thioflavin-T based fluorometric assay,Inhibition,O=S(=O)(c1ccccc1)n1ccc2c(OCCNCc3ccncc3)cccc21,20.0,%,<,CHEMBL4863037
Inhibition of amyloid beta (1 to 42) (unknown origin) self aggregation at 10 uM incubated for 24 to 48 hrs by Thioflavin-T based fluorometric assay,Inhibition,Cc1ccc(CNCCOc2cccc3c2ccn3S(=O)(=O)c2ccccc2)o1,20.0,%,<,CHEMBL4862289
Inhibition of amyloid beta (1 to 42) (unknown origin) self aggregation at 10 uM incubated for 24 to 48 hrs by Thioflavin-T based fluorometric assay,Inhibition,O=S(=O)(c1ccccc1)N1CCc2c(OCCNCc3ccccc3)cccc21,20.0,%,<,CHEMBL4860124
Inhibition of amyloid beta (1 to 42) (unknown origin) self aggregation at 10 uM incubated for 24 to 48 hrs by Thioflavin-T based fluorometric assay,Inhibition,Cc1cccc(CNCCOc2cccc3c2CCN3S(=O)(=O)c2ccccc2)c1,20.0,%,<,CHEMBL4872078
Inhibition of amyloid beta (1 to 42) (unknown origin) self aggregation at 10 uM incubated for 24 to 48 hrs by Thioflavin-T based fluorometric assay,Inhibition,CC(C)(C)OC(=O)N1CCCC(CNCCOc2cccc3c2CCN3S(=O)(=O)c2ccccc2)C1,20.0,%,<,CHEMBL4845699
Inhibition of amyloid beta (1 to 42) (unknown origin) self aggregation at 10 uM incubated for 24 to 48 hrs by Thioflavin-T based fluorometric assay,Inhibition,CC(=O)Oc1ccc(CNCCOc2cccc3c2CCN3S(=O)(=O)c2ccccc2)cc1,20.0,%,<,CHEMBL4863967
Inhibition of amyloid beta (1 to 42) (unknown origin) self aggregation at 10 uM incubated for 24 to 48 hrs by Thioflavin-T based fluorometric assay,Inhibition,CC(C)(C)OC(=O)N1CCCC(CNCCOc2cccc3c2ccn3S(=O)(=O)c2cccc3ccccc23)C1,20.0,%,<,CHEMBL4861756
Inhibition of amyloid beta (1 to 42) (unknown origin) self aggregation at 10 uM incubated for 24 to 48 hrs by Thioflavin-T based fluorometric assay,Inhibition,CC(=O)Oc1ccc(CNCCOc2cccc3c2ccn3S(=O)(=O)c2cccc3ccccc23)cc1,20.0,%,<,CHEMBL4874372
Inhibition of amyloid beta (1 to 42) (unknown origin) self aggregation at 10 uM incubated for 24 to 48 hrs by Thioflavin-T based fluorometric assay,Inhibition,Cc1cccc(CNCCOc2cccc3c2ccn3Cc2ccccc2)c1,,%,,CHEMBL4857018
Inhibition of self-induced aggregation of amyloid beta (1 to 42) (unknown origin) expressed in Escherichia coli BL21(DE3) at 10 uM incubated for 60 mins by fluorescence based analysis,Inhibition,O=S(=O)(c1ccccc1)n1ccc2c(N3CCN(CCCCCCNc4c5c(nc6ccccc46)CCCC5)CC3)cccc21,30.0,%,=,CHEMBL3885186
Inhibition of human amyloid beta (1 to 42) self-induced aggregation measured after 48 hrs by ThT flourescence assay,IC50,O=c1c2cc(NCc3ccccc3O)ccc2nc2n1CCC2,4690.0,nM,=,CHEMBL4846102
Inhibition of human amyloid beta (1 to 42) self-induced aggregation measured after 48 hrs by ThT flourescence assay,IC50,O=c1c2cc(NCc3cccc(Br)c3O)ccc2nc2n1CCC2,8340.0,nM,=,CHEMBL4871074
Inhibition of human amyloid beta (1 to 42) self-induced aggregation measured after 48 hrs by ThT flourescence assay,IC50,O=c1c2cc(NCc3ccc(Cl)cc3O)ccc2nc2n1CCC2,7020.0,nM,=,CHEMBL4876164
Inhibition of human amyloid beta (1 to 42) self-induced aggregation measured after 48 hrs by ThT flourescence assay,IC50,COc1cccc(CNc2ccc3nc4n(c(=O)c3c2)CCC4)c1O,4200.0,nM,=,CHEMBL4874834
Inhibition of human amyloid beta (1 to 42) self-induced aggregation measured after 48 hrs by ThT flourescence assay,IC50,O=c1c2cc(NCc3cc(Br)ccc3O)ccc2nc2n1CCC2,7630.0,nM,=,CHEMBL4871454
Inhibition of human amyloid beta (1 to 42) self-induced aggregation measured after 48 hrs by ThT flourescence assay,IC50,O=c1c2cc(NCc3cc(F)ccc3O)ccc2nc2n1CCC2,6300.0,nM,=,CHEMBL4861468
Inhibition of human amyloid beta (1 to 42) self-induced aggregation measured after 48 hrs by ThT flourescence assay,IC50,COc1ccc(CNc2ccc3nc4n(c(=O)c3c2)CCC4)c(O)c1,3910.0,nM,=,CHEMBL4852660
Inhibition of human amyloid beta (1 to 42) self-induced aggregation measured after 48 hrs by ThT flourescence assay,IC50,Cc1cc2nc3n(c(=O)c2cc1NCc1ccccc1O)CCC3,5090.0,nM,=,CHEMBL4849288
Inhibition of human amyloid beta (1 to 42) self-induced aggregation measured after 48 hrs by ThT flourescence assay,IC50,Cc1cc2nc3n(c(=O)c2cc1NCc1cccc(Br)c1O)CCC3,9270.0,nM,=,CHEMBL4879281
Inhibition of human amyloid beta (1 to 42) self-induced aggregation measured after 48 hrs by ThT flourescence assay,IC50,Cc1cc2nc3n(c(=O)c2cc1NCc1ccc(Cl)cc1O)CCC3,6100.0,nM,=,CHEMBL4875354
Inhibition of human amyloid beta (1 to 42) self-induced aggregation measured after 48 hrs by ThT flourescence assay,IC50,COc1cccc(CNc2cc3c(=O)n4c(nc3cc2C)CCC4)c1O,4260.0,nM,=,CHEMBL4870217
Inhibition of human amyloid beta (1 to 42) self-induced aggregation measured after 48 hrs by ThT flourescence assay,IC50,Cc1cc2nc3n(c(=O)c2cc1NCc1cc(Br)ccc1O)CCC3,7370.0,nM,=,CHEMBL4853059
Inhibition of human amyloid beta (1 to 42) self-induced aggregation measured after 48 hrs by ThT flourescence assay,IC50,Cc1cc2nc3n(c(=O)c2cc1NCc1cc(F)ccc1O)CCC3,6330.0,nM,=,CHEMBL4856085
Inhibition of human amyloid beta (1 to 42) self-induced aggregation measured after 48 hrs by ThT flourescence assay,IC50,COc1ccc(CNc2cc3c(=O)n4c(nc3cc2C)CCC4)c(O)c1,3220.0,nM,=,CHEMBL4860689
Inhibition of human amyloid beta (1 to 42) self-induced aggregation measured after 48 hrs by ThT flourescence assay,IC50,Oc1c(I)cc(Cl)c2cccnc12,9800.0,nM,=,CHEMBL497
Inhibition of human amyloid beta (1 to 42) self-induced aggregation measured after 48 hrs by ThT flourescence assay,IC50,O=c1c2ccccc2nc2n1CCC2,,,,CHEMBL456881
Inhibition of self-induced aggregation amyloid beta (1 to 40) (unknown origin) incubated for 24 hrs by Thioflavin T based fluorometric assay,IC50,COc1c(O)c(O)c(C(=O)O)c(C)c1C/C=C(\C)CC/C=C(\C)CCC=C(C)C,6600.0,nM,=,CHEMBL4845912
Inhibition of self-induced aggregation amyloid beta (1 to 40) (unknown origin) incubated for 24 hrs by Thioflavin T based fluorometric assay,IC50,COC(=O)c1c(C)cc(O)c(C/C=C(\C)CCCC2=C/C(=C\C(C)(C)O)OC2=O)c1O,40700.0,nM,=,CHEMBL4847749
Inhibition of self-induced aggregation amyloid beta (1 to 40) (unknown origin) incubated for 24 hrs by Thioflavin T based fluorometric assay,IC50,C/C(=C\Cc1c(O)cc(C)c(C(=O)O)c1O)CCCC1=C/C(=C\C(C)(C)O)OC1=O,51400.0,nM,=,CHEMBL4846858
Inhibition of self-induced aggregation amyloid beta (1 to 40) (unknown origin) incubated for 24 hrs by Thioflavin T based fluorometric assay,IC50,C/C(=C\Cc1c(O)cc(C)c(C(=O)O)c1O)CC/C=C(\C)CC[C@H](O)C(C)(C)O,53300.0,nM,=,CHEMBL4871044
Inhibition of self-induced aggregation amyloid beta (1 to 40) (unknown origin) incubated for 24 hrs by Thioflavin T based fluorometric assay,IC50,CC(C)=CCC/C(C)=C/CC/C(C)=C/Cc1c(O)cc(C)cc1O,148800.0,nM,=,CHEMBL487804
Inhibition of self-induced aggregation amyloid beta (1 to 40) (unknown origin) incubated for 24 hrs by Thioflavin T based fluorometric assay,IC50,CC(C)=CCC/C(C)=C/CC/C(C)=C/Cc1c(O)cc(C)c(C(=O)O)c1O,20300.0,nM,=,CHEMBL513978
Inhibition of self-induced aggregation amyloid beta (1 to 40) (unknown origin) incubated for 24 hrs by Thioflavin T based fluorometric assay,IC50,COC(=O)c1c(C)c(C/C=C(\C)CC/C=C(\C)CCC=C(C)C)c(OC)c(O)c1O,50300.0,nM,=,CHEMBL4877566
Inhibition of self-induced aggregation amyloid beta (1 to 40) (unknown origin) incubated for 24 hrs by Thioflavin T based fluorometric assay,IC50,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12,9900.0,nM,=,CHEMBL164
Inhibition of self-induced aggregation amyloid beta (1 to 40) (unknown origin) incubated for 24 hrs by Thioflavin T based fluorometric assay,IC50,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)cc(N(C)S(C)(=O)=O)c1)c1ccccc1,100000.0,nM,>,CHEMBL378225
Inhibition of amyloid beta (1 to 42) (unknown origin) aggregation in Escherichia coli BL21 (DE3) at 10 uM incubated overnight by thioflavin S based fluorescence analysis relative to control,Inhibition,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCCNC(=O)c4ccc[nH]c4=O)c3C(C1)C2,42.3,%,=,CHEMBL4866930
Inhibition of amyloid beta (1 to 42) (unknown origin) aggregation in Escherichia coli BL21 (DE3) at 10 uM incubated overnight by thioflavin S based fluorescence analysis relative to control,Inhibition,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCCNS(=O)(=O)c4cn[nH]c4)c3C(C1)C2,35.3,%,=,CHEMBL4862716
Inhibition of amyloid beta (1 to 42) (unknown origin) aggregation in Escherichia coli BL21 (DE3) at 10 uM incubated overnight by thioflavin S based fluorescence analysis relative to control,Inhibition,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCCNC(=O)c4cc(O)cc(O)c4)c3C(C1)C2,49.5,%,=,CHEMBL4859103
Inhibition of amyloid beta (1 to 42) (unknown origin) aggregation in Escherichia coli BL21 (DE3) at 10 uM incubated overnight by thioflavin S based fluorescence analysis relative to control,Inhibition,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCC(=O)Nc4cn[nH]c4)c3C(C1)C2,32.6,%,=,CHEMBL4863615
Inhibition of amyloid beta (1 to 42) (unknown origin) aggregation in Escherichia coli BL21 (DE3) at 10 uM incubated overnight by thioflavin S based fluorescence analysis relative to control,Inhibition,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCC(=O)N4CCNC(=O)C4)c3C(C1)C2,9.7,%,=,CHEMBL4854913
Inhibition of amyloid beta (1 to 42) (unknown origin) aggregation in Escherichia coli BL21 (DE3) at 10 uM incubated overnight by thioflavin S based fluorescence analysis relative to control,Inhibition,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCC(=O)NCc4cc[nH]c(=O)c4)c3C(C1)C2,19.9,%,=,CHEMBL4848527
Inhibition of amyloid beta (1 to 42) (unknown origin) aggregation in Escherichia coli BL21 (DE3) at 10 uM incubated overnight by thioflavin S based fluorescence analysis relative to control,Inhibition,COc1cc(CNC(=O)CCCCCCCCNc2c3c(nc4cc(Cl)ccc24)CC2C=C(C)CC3C2)ccn1,29.4,%,=,CHEMBL4872514
Inhibition of amyloid beta (1 to 42) (unknown origin) aggregation in Escherichia coli BL21 (DE3) at 10 uM incubated overnight by thioflavin S based fluorescence analysis relative to control,Inhibition,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCCNC(=O)c4cc(O)c5c(c4)C(=O)c4cccc(O)c4C5=O)c3C(C1)C2,47.9,%,=,CHEMBL3304306
Inhibition of amyloid beta (1 to 42) (unknown origin) aggregation in Escherichia coli BL21 (DE3) at 10 uM incubated overnight by thioflavin S based fluorescence analysis relative to control,Inhibition,CC1=CC2Cc3nc4cc(Cl)ccc4c(N)c3C(C1)C2,8.9,%,=,CHEMBL140476
Inhibition of amyloid beta (1 to 42) (unknown origin) aggregation in Escherichia coli BL21 (DE3) at 10 uM incubated overnight by thioflavin S based fluorescence analysis relative to control,Inhibition,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12,,%,,CHEMBL164
Inhibition of amyloid beta (1 to 42) (unknown origin) aggregation in Escherichia coli BL21 (DE3) at 10 uM incubated overnight by thioflavin S based fluorescence analysis relative to control,Inhibition,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,,%,,CHEMBL502
Inhibition of amyloid beta (1 to 42) (unknown origin) aggregation in Escherichia coli BL21 (DE3) at 10 uM incubated overnight by thioflavin S based fluorescence analysis relative to control,Inhibition,CC[N+](C)(CC)CCC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21.[I-].[I-],39.2,%,=,CHEMBL345124
Inhibition of amyloid beta (1 to 42) (unknown origin) aggregation in Escherichia coli BL21 (DE3) at 10 uM incubated overnight by thioflavin S based fluorescence analysis relative to control,Inhibition,O=C(NCCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)c1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)NCCC3,68.2,%,=,CHEMBL3545559
Inhibition of HFIP-pretreated human recombinant amyloid beta (1 to 42) self aggregation at 10 uM incubated up to 48 hrs under shaking condition and measured every 3 min by Thioflavin T based fluorescence assay relative to control,Inhibition,O=S(=O)(c1ccccc1)n1ccc2c(OCCNCCNc3c4c(nc5ccccc35)CCCC4)cccc21,74.8,%,=,CHEMBL4850546
Inhibition of HFIP-pretreated human recombinant amyloid beta (1 to 42) self aggregation at 10 uM incubated up to 48 hrs under shaking condition and measured every 3 min by Thioflavin T based fluorescence assay relative to control,Inhibition,O=S(=O)(c1ccccc1)n1ccc2c(OCCNCCCNc3c4c(nc5ccccc35)CCCC4)cccc21,61.1,%,=,CHEMBL4850051
Inhibition of HFIP-pretreated human recombinant amyloid beta (1 to 42) self aggregation at 10 uM incubated up to 48 hrs under shaking condition and measured every 3 min by Thioflavin T based fluorescence assay relative to control,Inhibition,O=S(=O)(c1ccccc1)n1ccc2c(OCCNCCCCNc3c4c(nc5ccccc35)CCCC4)cccc21,77.4,%,=,CHEMBL4874513
Inhibition of HFIP-pretreated human recombinant amyloid beta (1 to 42) self aggregation at 10 uM incubated up to 48 hrs under shaking condition and measured every 3 min by Thioflavin T based fluorescence assay relative to control,Inhibition,O=S(=O)(c1ccccc1)n1ccc2c(OCCNCCCCCNc3c4c(nc5ccccc35)CCCC4)cccc21,73.2,%,=,CHEMBL4848231
